code régime;caisse gestionnaire;centre gestionnaire;libellé;régime;organisme destinataire;code centre informatique;adresse 1;adresse 2;commune;code postal;cédex;téléphone;fax
99;609;0597;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0599;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0602;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0623;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0624;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0691;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0751;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0763;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0764;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0771;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0781;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
99;609;0801;Mutuelle INTERIALE;Sections Locales Mutalistes - SLM;609;072;INTERIALE -CS 50005;;LILLE;59040;CEDEX;0811 910 043;
03;019;5100;MUTUELLE JURASSIENNE (FRANCHE COMTE);Régime Social des Indépendants - RSI;064;001;17, rue Jules Bury;BP 523;LONS LE SAUNIER;39005;;03.84.47.01.23;
03;007;3200;MUTUELLE PRECOCIA (AUVERGNE);Régime Social des Indépendants - RSI;023;002;;;;;;;
03;005;5400;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;018;002;15, quai du Docteur Calabet;;AGEN;47910;CEDEX 09;05.53.66.55.44;05.53.47.45.09
03;021;3200;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;070;002;6, rue de Verdun;;CARCASSONNE ;11890;CEDEX 9;04.68.47.71.00;04.68.71.35.95
03;023;5100;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;079;002;1 bis, avenue Malaquin;;TULLE ;19017;CEDEX ;05.55.20.48.00 ;05.55.20.97.43
03;045;2500;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;326;002;;;;;;;
03;052;2500;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;327;002;80, RUE MATABLIAU;;TOULOUSE;31012;CEDEX 06;0800 09 0800;
03;027;4300;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;094;002;80 rue Matabiau;;TOULOUSE;31012;CEDEX 6;05.61.10.55.10;
03;007;2800;MUTUELLE PREVIFRANCE;Régime Social des Indépendants - RSI;329;002;16, place Gaillard;;CLERMONT FERAND;63038;CEDEX 1;0 800 090 800;04 93 31 40 45
03;017;5100;MUTUELLE SANTE (COTE D AZUR);Régime Social des Indépendants - RSI;060;002;64, boulevard Georges Clémenceau;;TOULON ;83056;CEDEX ;04.94.01.60.76;04.94.62.97.82
03;057;5500;MUTUELLE SANTE DES INDEPENDANTS;Régime Social des Indépendants - RSI;328;002;;;;;;;
03;015;5500;MUTUELLE SANTE DES INDEPENDANTS (CHAMPAGNE ARDENNE);Régime Social des Indépendants - RSI;055;001;1, place Jean de Mauroy;BP 737;TROYES;10007;CEDEX;08 90 71 01 71;03.25.43.43.39
03;007;5300;MUTUELLE VIASANTE;Régime Social des Indépendants - RSI;026;002;31, rue Paul DOUMER;CS30149;AURILLAC;15000;CEDEX;0 969 321 500;04 71 46 87 59
03;021;5100;MUTUELLE VIASANTE;Régime Social des Indépendants - RSI;072;002;;104 Avenue Franklin Roosevelt;CARCASSONNE;11885;CEDEX 9;04.68.71.99.11;04.68.71.99.36
03;005;3300;MUTUELLE VIASANTE;Régime Social des Indépendants - RSI;321;002;;;;;;;
03;023;3300;MUTUELLE VIASANTE;Régime Social des Indépendants - RSI;322;002;;;;;;;
03;027;3300;MUTUELLE VIASANTE;Régime Social des Indépendants - RSI;323;002;10 rue de la Madeleine;;RODEZ;12023;Cedex 9;09 69 32 15 00;
03;017;5200;MUTUELLES DU SOLEIL;Régime Social des Indépendants - RSI;061;002;36, 36 bis avenue Maréchal Foch;BP 1296 ;NICE ;06005;CEDEX ;04.93.92.77.77 ;04.93.92.77.00
03;021;3100;MUTUELLES DU SOLEIL;Régime Social des Indépendants - RSI;069;002;52, boulevard Gambetta;;NIMES ;30039;CEDEX;04.66.63.60.00;04.66.63.60.21
03;001;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;218;002;;;;;;;
03;005;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;220;002;;;;;;;
03;009;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;224;001;;;;;;;
03;019;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;227;001;;;;;;;
03;021;2200;MUTUELLES DU SOLEIL;Régime Social des Indépendants - RSI;229;002;;;;;;;
03;027;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;232;002;;;;;;;
03;045;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;238;002;;;;;;;
03;052;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;239;002;;;;;;;
03;053;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;241;001;;;;;;;
03;054;2200;MUTUELLES DU SOLEIL;Régime Social des Indépendants - RSI;301;001;;;;;;;
03;057;2200;Mutuelles du Soleil;Régime Social des Indépendants - RSI;243;002;;;;;;;
03;043;4300;MUTUELLES DU SOLEIL;Régime Social des Indépendants - RSI;138;002;7, Square Stalingrad;;MARSEILLE;13221;CEDEX 1;08.20.80.18.02;04.91.28.02.55
02;542;0000;NANCY;Régime Agricole;542;541;9 rue Maurice Barrès;;NANCY;54075;CEDEX;03 83 18 88 60;03 83 18 88 68
01;921;0000;NANTERRE;Régime Général;921;036;113, Rue des Trois Fontanot;;NANTERRE;92026;CEDEX;01 41 45 20 00;
02;441;0000;NANTES;Régime Agricole;441;441;2 impasse de l'Espéranto;SAINT-HERBLAIN;NANTES;44957;CEDEX 9;02.40.41.39.39 ;02.40.41.39.19
02;442;0000;NANTES;Régime Agricole;442;441;8 rue Petit Châtelier;CS 30322;NANTES;44303;CEDEX 3;02 40 69 02 22;
02;445;0000;NANTES;Régime Agricole;441;441;2 impasse de l'Espéranto;SAINT-HERBLAIN;NANTES;44957;CEDEX 9;02.40.41.39.39 ;02 40  41 39 19
02;581;0000;NEVERS;Régime Agricole;581;541;Maison de l'Agriculture;B.P. 805 ;NEVERS;58017;CEDEX;03.86.93.50.00 ;03.86.93.50.09
02;582;0000;NEVERS;Régime Agricole;582;541;5, rue du Pont Cizeau;;NEVERS;58000;;03 86 61 29 31;
02;585;0000;NEVERS;Régime Agricole;581;541;Maison de l'Agriculture;B.P. 805 ;NEVERS;58017;CEDEX;03.86.93.50.00 ;03.86.93.50.09
01;581;0000;NEVERS;Régime Général;581;010;50, Rue Paul Vaillant Couturier;;NEVERS;58025;CEDEX;3646;
01;061;0000;NICE;Régime Général;061;021;48 Av. Roi Robert Comte de Provence;;NICE;06100;;3646;04 93 98 02 42
02;061;0000;NICE;Régime Agricole;061;381;32. avenue de la Lanterne;;NICE;06044;CEDEX;04.93.72.68.00 ;04.93.72.69.00
02;065;0000;NICE;Régime Agricole;061;381;32. avenue de la Lanterne;;NICE;06044;CEDEX;04.93.72.68.00 ;04.93.72.69.00
01;301;0000;NIMES;Régime Général;301;002;14, Rue du Cirque Romain;;NIMES;30921;CEDEX 9;04 66 76 62 62;
02;301;0000;NIMES;Régime Agricole;301;301;Rue Edouard-Lalo;;NIMES;30924;CEDEX 9;04.66.63.68.68 ;04.66.63.68.90
02;305;0000;NIMES;Régime Agricole;301;301;Rue Edouard-Lalo;;NIMES;30924;CEDEX 9 ;04.66.63.68.68 ;04.66.63.68.90
02;791;0000;NIORT;Régime Agricole;791;791;12. avenue Bujault;;NIORT;79042;CEDEX;05.49.06.30.30 ;05.49.06.30.49
02;792;0000;NIORT;Régime Agricole;792;752;146 avenue de La Rochelle;BP 88811;NIORT;79028;CEDEX;05 49 09 89 00;
02;795;0000;NIORT;Régime Agricole;791;791;12. avenue Bujault;;NIORT;79042;CEDEX ;05.49.06.30.30 ;05.49.06.30.49
01;791;0000;NIORT;Régime Général;791;008;Parc d'activités de l'Ebaupin;1 rue de l'Angélique;NIORT;79041;CEDEX;05 49 77 30 00;
01;451;0000;ORLEANS;Régime Général;451;008;Place du Général de Gaulle;;ORLEANS;45021;CEDEX 1;02 38 79 47 00;
02;451;0000;ORLEANS;Régime Agricole;451;411;11. avenue des Droits de l'Homme;B.P. 9200 ;ORLEANS;45924;CEDEX 9 ;02.38.60.55.55;02.38.60.56.80
02;452;0000;ORLEANS;Régime Agricole;452;411;23 place Saint Charles;;ORLEANS;45918;CEDEX 9;02 38 24 96 10;
02;455;0000;ORLEANS;Régime Agricole;451;411;11. avenue des Droits de l'Homme;B.P. 9200 ;ORLEANS;45924;CEDEX 9 ;02.38.60.55.55;02.38.60.56.80
02;751;0000;PARIS;Régime Agricole;751;591;161, av. Paul Vaillant Couturier;;GENTILLY;94250;BP126;01 49 85 59 31;01 49 85 55 05
02;755;0000;PARIS;Régime Agricole;751;591;161, av. Paul Vaillant Couturier;;GENTILLY;94250;BP126;01 49 85 59 31;01 49 85 55 05
01;751;0000;PARIS;Régime Général;751;036;21 rue Georges Auric;;PARIS;75948;CEDEX 19;01 53 38 70 00;01 53 38 73 47
02;641;0000;PAU;Régime Agricole;641;641;1. place Marguerite Laborde;;PAU;64017;CEDEX;05.59.80.72.72 ;05.59.80.72.27
02;642;0000;PAU;Régime Agricole;642;641;56 avenue Jean Mermoz;;PAU;64000;;05 59 14 11 30;
02;645;0000;PAU;Régime Agricole;641;641;1. place Marguerite Laborde;;PAU;64017;CEDEX;05.59.80.72.72 ;05.59.80.72.27
01;642;0000;PAU;Régime Général;642;005;26 bis Avenue des Lilas;;PAU;64022;CEDEX 9;05 59 90 30 00;
01;241;0000;PERIGUEUX;Régime Général;241;005;50, Rue Claude Bernard;;PERIGUEUX;24910;CEDEX  9;05 53 35 60 00;05 53 35 61 30
02;241;0000;PERIGUEUX;Régime Agricole;241;821;9. rue Maleville;;PERIGUEUX;24012;CEDEX;05.53.02.67.00 ;05.53.09.55.85
02;242;0000;PERIGUEUX;Régime Agricole;242;821;8, rue des Mobiles de Coulmiers;;PERIGUEUX;24000;;05 53 05 15 23;
02;245;0000;PERIGUEUX;Régime Agricole;241;821;9. rue Maleville;;PERIGUEUX;24012;CEDEX;05.53.02.67.00 ;05.53.09.55.85
02;661;0000;PERPIGNAN;Régime Agricole;661;341;23 rue francois broussais;B.P. 946 ;PERPIGNAN;66017;CEDEX 9;04.68.55.11.66 ;04.68.82.65.83
02;662;0000;PERPIGNAN;Régime Agricole;662;821;4, rue d'Iéna;;PERPIGNAN;66850;CEDEX;04 68 34 10 97;
02;665;0000;PERPIGNAN;Régime Agricole;661;341;23 rue francois broussais;B.P. 946 ;PERPIGNAN;66017;CEDEX 9;04.68.55.11.66 ;04.68.82.65.83
01;661;0000;PERPIGNAN;Régime Général;661;002;BP 89928;;PERPIGNAN;66013;9;3646;04.68.35.96.96
02;971;0000;POINTE A PITRE;Régime Agricole;971;591;Pas d'antenne locale;;;;;;
01;971;0000;POINTE A PITRE;Régime Général;971;026;Quartier de l'Hôtel de Ville;BP 486;POINTE A PITRE;97159;CEDEX;05 90 90 50 00;
02;861;0000;POITIERS;Régime Agricole;861;871;37. rue de Touffenet;;POITIERS;86042;CEDEX;05.49.44.56.40;05.49.01.80.40
02;862;0000;POITIERS;Régime Agricole;862;752;5, Allée Martin Luther King;;POITIERS;86034;CEDEX;05 49 36 10 38;
02;865;0000;POITIERS;Régime Agricole;861;871;37. rue de Touffenet;;POITIERS;86042;CEDEX;05.49.44.56.40;05.49.01.80.40
01;861;0000;POITIERS;Régime Général;861;008;41, Rue du Touffenet;;POITIERS;86043;CEDEX9;05 49 44 59 97;
03;011;5100;PREVADIES;Régime Social des Indépendants - RSI;039;001;1, rue de Belle-Ile-en-Mer;;QUIMPER ;29193;;02.98.90.98.90;
03;011;5200;PREVADIES;Régime Social des Indépendants - RSI;040;001;3, boulevard Waldeck Rousseau;BP 2151 ;SAINT BRIEUC ;22021;CEDEX 1;02.96.68.10.30 ;02.96.61.07.73
03;037;5400;PREVADIES;Régime Social des Indépendants - RSI;122;001;84 à 100 rue du Miroir;BP 269 ;LE MANS ;72006;CEDEX ;02.43.50.27.10 ;02.43.50.27.26
03;047;3200;PREVADIES- CAMPI IDF;Régime Social des Indépendants - RSI;152;002;3 et 3 bis, rue Taylor;;PARIS;75434;CEDEX 10;01.44.84.16.10;
03;050;3200;PREVADIES-CAMPI IDF;Régime Social des Indépendants - RSI;159;002;3 et 3 bis, rue Taylor;;PARIS;75474;CEDEX 10 ;01.44.84.16.35;
02;071;0000;PRIVAS;Régime Agricole;071;381;5. avenue du Vanel;B.P. 614 ;PRIVAS;07006;CEDEX;04.75.66.42.00 ;04.75.64.08.69
02;075;0000;PRIVAS;Régime Agricole;071;381;5. avenue du Vanel;B.P. 614 ;PRIVAS;07006;CEDEX;04.75.66.42.00 ;04.75.64.08.69
01;292;0000;QUIMPER;Régime Général;292;018;Rue de la République;Cité du Guerlac'h - BP 515;QUIMPER;29192;CEDEX;02 98 76 41 41;
03;005;1300;R.A.M (AQUITAINE);Régime Social des Indépendants - RSI;011;002;2 place ravezies;plaza 2  CS 10026;BORDEAUX;33070;CEDEX;05 56 96 98 95;05 56 24 46 09
03;029;1300;R.A.M (BASSE NORMANDIE);Régime Social des Indépendants - RSI;099;001;12 rue clos hebert;;CAEN;14052;CEDEX;02 31 43 56 94;02 31 44 89 03
03;011;1300;R.A.M (BRETAGNE);Régime Social des Indépendants - RSI;036;001;ZAC St Sulpice Bat H;14 rue du Patis Tatelin  CS 80831;RENNES;35708;CEDEX 7;02 99 87 15 91;02 99 87 15 82
03;017;1300;R.A.M (COTE D AZUR);Régime Social des Indépendants - RSI;057;002;33 avenue notre Dame;;NICE;06013;CEDEX 1;04 92 00 21 91;04 92 00 21 71
03;053;1100;R.A.M (DES PROFESSIONS LIBERALES);Régime Social des Indépendants - RSI;161;001;3, boulevard NEY;BP 10450;PARIS;75871;CEDEX 18;01 53 26 63 31;01 53 26 62 71
03;054;1100;R.A.M (DES PROFESSIONS LIBERALES);Régime Social des Indépendants - RSI;165;001;14,allée charles pathé;;BOURGES;18934;CEDEX 9;02 48 23 81 21;02 48 23 81 34
03;023;1100;R.A.M (DU LIMOUSIN);Régime Social des Indépendants - RSI;076;002;7, allée Loewy - Parc D'Ester;BP 66808;LIMOGES;87068;CEDEX;05 55 11 90 89;05 55 32 61 70
03;041;1100;R.A.M (DU POITOU ET DES CHARENTES);Régime Social des Indépendants - RSI;128;002;5, allée Martin Luther King;;POITIERS;86034;CEDEX;05 49 36 10 38;05 49 45 83 54
03;031;1300;R.A.M (HAUTE NORMANDIE);Régime Social des Indépendants - RSI;105;001;65 Avenue de Bretagne;;ROUEN;76026;CEDEX 1;02 35 98 53 73;02 35 98 53 71
03;050;1100;R.A.M (ILE DE FRANCE);Régime Social des Indépendants - RSI;155;002;rue louis de Broglie;Bat Q - Parc Technopolis;LAVAL;53081;CEDEX 09;02 43 59 69 42;02 43 59 68 32
03;047;1100;R.A.M (ILE DE FRANCE);Régime Social des Indépendants - RSI;149;002;rue louis de Broglie;Bat Q - Parc Technopolis;LAVAL;53081;CEDEX 9;02 43 59 69 42;02 43 59 68 32
03;023;1300;R.A.M (LIMOUSIN);Régime Social des Indépendants - RSI;076;002;Parc d'Ester;07 allée Loewy  BP 66808;LIMOGES;87068;CEDEX;05 55 11 90 89;05 55 32 61 70
03;027;1300;R.A.M (MIDI PYRENEES);Régime Social des Indépendants - RSI;087;002;1 Place Occitane;;TOULOUSE;31041;CEDEX 9;05 62 30 53 53;05 62 30 53 01
03;037;1300;R.A.M (PAYS DE LA LOIRE);Régime Social des Indépendants - RSI;116;001;8 rue du petit chatelier;CS 30322;NANTES;44303;CEDEX 3;02 40 69 03 02;02 40 69 39 43
03;039;1300;R.A.M (PICARDIE);Régime Social des Indépendants - RSI;124;001;5 Avenue d'Italie;ZAC Vallée des Vignes;AMIENS;80055;CEDEX 1;03 22 72 37 61;03 22 91 26 77
03;041;1300;R.A.M (POITOU CHARENTES);Régime Social des Indépendants - RSI;128;002;5 Allée Martin Luther King;;POITIERS;86034;CEDEX;05 49 36 10 38;05 49 45 83 54
03;050;1300;R.A.M (PROF. ARTIS. ILE DE France);Régime Social des Indépendants - RSI;155;002;Rue louis de Broglie;Bat Q Parc Technopolis;LAVAL;53081;CEDEX 09;02 43 59 69 42;02 43 59 68 32
03;047;1300;R.A.M (PROF. INDUST. COMM. ILE DE France);Régime Social des Indépendants - RSI;149;002;Rue louis de Broglie;Bat Q Parc Technopolis;LAVAL;53081;CEDEX 09;02 43 59 69 42;02 43 59 68 32
03;054;1300;R.A.M (PROF. LIB. DE PROVINCES);Régime Social des Indépendants - RSI;165;001;14 allée Charles pathé;;BOURGES;18934;CEDEX 9;02 48 23 81 21;02 48 23 81 34
03;054;1900;R.A.M (PROF. LIB. DE PROVINCES);Régime Social des Indépendants - RSI;165;001;14 allée Charles Pathé;;BOURGES;18934;CEDEX 9;02 48 23 81 21;02 48 23 81 34
03;053;1300;R.A.M (PROF. LIB. ILE DE France);Régime Social des Indépendants - RSI;161;001;3, boulevard NEY;BP 10450;PARIS;75871;CEDEX 18;01 53 26 63 31;01 53 26 62 71
03;053;1900;R.A.M (PROF. LIB. ILE DE France);Régime Social des Indépendants - RSI;161;001;3 Bld Ney;BP 10450;PARIS;75871;CEDEX 18;01 53 26 63 31;01 53 26 63 00
03;043;1300;R.A.M (PROVENCE);Régime Social des Indépendants - RSI;135;002;300 rue Prado;;MARSEILLE;13272;CEDEX 08;04 96 20 22 57;04 96 19 00 01
03;045;1100;R.A.M (RHONE);Régime Social des Indépendants - RSI;142;002;La villette Part-dieu;bâtiment A,  26 rue de la villette;LYON;69328;CEDEX 03;04 37 48 89 36;04 37 48 89 30
03;055;1300;R.A.M (SECTION AUTONOME BATELLERIE);Régime Social des Indépendants - RSI;170;002;Rue louis de Broglie;Bat Q Parc Technopolis;LAVAL;53081;CEDEX 09;02 43 59 69 42;02 43 59 68 32
03;058;6800;R.A.M de GUYANE (ANTILLES GUYANE);Régime Social des Indépendants - RSI;175;002;49 rue schloecher;BP115;CAYENNE;97345;CEDEX;05 90 23 94 22;05 96 51 54 27
03;005;1200;R.A.M.  (AQUITAINE);Régime Social des Indépendants - RSI;011;002;2 place ravezies;plaza 2  CS 10026;BORDEAUX;33070;CEDEX;05 56 96 98 95;05 56 24 46 09
03;001;1100;R.A.M. (ALPES);Régime Social des Indépendants - RSI;001;002;17 Avenue Doyen louis Weil;;GRENOBLE;38061;CEDEX 1;04 76 87 15 98;04 76 47 76 27
03;001;1200;R.A.M. (ALPES);Régime Social des Indépendants - RSI;001;002;17 avenue doyen louis weil;;GRENOBLE;38061;CEDEX;04 76 87 15 98;04 76 47 76 27
03;003;1100;R.A.M. (ALSACE);Régime Social des Indépendants - RSI;006;001;30 avenue du Rhin;CS 20260;STRASBOURG;67089;CEDEX;0811 012 012;03 90 40 06 99
03;003;1200;R.A.M. (ALSACE);Régime Social des Indépendants - RSI;006;001;30 avenue du Rhin;CS 20260;STRASBOURG;67089;CEDEX;0811 012 012;03 90 40 06 99
03;005;1100;R.A.M. (AQUITAINE);Régime Social des Indépendants - RSI;011;002;2 Place Ravezies;Plaza 2 - CS 10026;BORDEAUX;33070;CEDEX;05 56 96 98 95;05 56 24 46 09
03;007;1100;R.A.M. (AUVERGNE);Régime Social des Indépendants - RSI;020;002;12, rue Valentin Haüy;Parc technologique de La Pardieu;CLERMONT FERRAND;63000;;0 811 012 012;
03;007;1200;R.A.M. (AUVERGNE);Régime Social des Indépendants - RSI;020;002;;;;;;;
03;029;1100;R.A.M. (BASSE NORMANDIE);Régime Social des Indépendants - RSI;099;001;12 rue du clos herbert;;CAEN;14052;CEDEX;02.31.43.56.94;02 31 44 89 03
03;029;1200;R.A.M. (BASSE NORMANDIE);Régime Social des Indépendants - RSI;099;001;12, rue du Clos-Herbert;;CAEN;14052;CEDEX;02 31 43 56 94;02 31 44 89 03
03;009;1100;R.A.M. (BOURGOGNE);Régime Social des Indépendants - RSI;028;001;Apogée C - 7, boulevard Rembrandt;BP 77017;DIJON;21070;CEDEX;03 86 46 16 40;03 86 52 78 49
03;011;1200;R.A.M. (BRETAGNE);Régime Social des Indépendants - RSI;036;001;ZAC St Sulpice Bat H;14 rue du Patis Tatelin  CS 80831;RENNES;35708;CEDEX 7;02 99 87 15 91;02 99 87 15 82
03;013;1100;R.A.M. (CENTRE);Régime Social des Indépendants - RSI;043;001;23, place Saint-Charles;;ORLEANS;45918;CEDEX 9;02 38 24 96 10;02 38 24 96 15
03;015;1100;R.A.M. (CHAMPAGNE ARDENNE);Régime Social des Indépendants - RSI;051;001;40 rue Victor ? CS 84214;;NANCY;54042;CEDEX;0811 012 012;
03;015;1200;R.A.M. (CHAMPAGNE ARDENNE);Régime Social des Indépendants - RSI;051;001;40 rue Victor ? CS 84214;;NANCY;54042;CEDEX;0811 012 012;
03;057;1100;R.A.M. (CORSE);Régime Social des Indépendants - RSI;172;002;Immeuble le Mozart;Avenue du Marechal Lyautey;AJACCIO;20090;;04 95 22 98 94;04 95 20 47 49
03;017;1200;R.A.M. (COTE D AZUR);Régime Social des Indépendants - RSI;057;002;33 Avenue Notre Dame;;NICE;06013;CEDEX 1;04 92 00 21 91;04 92 00 21 71
03;011;1100;R.A.M. (de BRETAGNE);Régime Social des Indépendants - RSI;036;001;ZAC St Sulpice Bat H - 14 rue du Patis Tatelin;CS 80831;RENNES;35708;CEDEX 7;02 99 87 15 91;02 99 87 15 82
03;031;1100;R.A.M. (de HAUTE NORMANDIE);Régime Social des Indépendants - RSI;105;001;65 Avenue de Bretagne;;ROUEN;76026;CEDEX 1;02 35 98 53 73;02 35 98 53 71
03;017;1100;R.A.M. (de la COTE AZUR);Régime Social des Indépendants - RSI;057;002;33 avenue notre dame;;NICE;06000;CEDEX 4;04 92 22 98 94;04 92 00 21 71
03;019;1100;R.A.M. (FRANCHE COMTE);Régime Social des Indépendants - RSI;062;001;3, rue Voirin;;BESANCON;25042;CEDEX;03 81 81 72 33;03 81 82 06 77
03;031;1200;R.A.M. (HAUTE NORMANDIE);Régime Social des Indépendants - RSI;105;001;65 Avenue de Bretagne;;ROUEN;76026;CEDEX 1;02 35 98 53 73;02 35 98 53 71
03;046;1100;R.A.M. (ILE DE FRANCE);Régime Social des Indépendants - RSI;206;002;Rue louis de Broglie;Bat Q Parc Technopolis;LAVAL;53081;CEDEX 9;02 43 59 69 42;02 43 59 68 32
03;048;1100;R.A.M. (ILE DE FRANCE);Régime Social des Indépendants - RSI;210;002;Rue louis de Broglie;Bat Q Parc Technopolis;LAVAL;53081;CEDEX 9;02 43 59 69 42;02 43 59 68 32
03;052;1100;R.A.M. (ILE DE FRANCE);Régime Social des Indépendants - RSI;214;002;Rue louis de Broglie;Bat Q Parc Technopolis;LAVAL;53081;CEDEX 9;02 43 59 68 24;02 43 59 68 32
03;021;1100;R.A.M. (LANGUEDOC ROUSSILLON);Régime Social des Indépendants - RSI;066;002;Quai Flora Tristan;CS 34273;MONTPELLIER;34273;CEDEX 03;04 99 51 26 47;04 99 51 26 32
03;021;1200;R.A.M. (LANGUEDOC ROUSSILLON);Régime Social des Indépendants - RSI;066;002;Quai Flora Tristan;CS 34273;MONTPELLIER;34273;CEDEX 3;04 99 51 26 47;04 99 51 26 32
03;023;1200;R.A.M. (LIMOUSIN);Régime Social des Indépendants - RSI;076;002;Parc d'Ester;7 Allée Loewy BP 66808;LIMOGES;87068;CEDEX;05 55 11 90 89;05 55 32 61 70
03;025;1100;R.A.M. (LORRAINE);Régime Social des Indépendants - RSI;081;001;40 rue Victor;Cs 84214;NANCY;54042;CEDEX;03 83 18 88 65;03 83 18 88 68
03;025;1200;R.A.M. (LORRAINE);Régime Social des Indépendants - RSI;081;001;40 rue Victor;Cs 84214;NANCY;54042;CEDEX;03 83 18 88 65;03 83 18 88 68
03;027;1100;R.A.M. (MIDI PYRENEES);Régime Social des Indépendants - RSI;087;002;1, place Occitane;;TOULOUSE;31041;CEDEX 9;05 62 30 53 53;05 62 30 53 01
03;027;1200;R.A.M. (MIDI PYRENEES);Régime Social des Indépendants - RSI;087;002;1 Place Occitane;;TOULOUSE;31041;CEDEX 09;05 62 30 53 53;05 62 30 53 01
03;034;1100;R.A.M. (NORD PAS DE CALAIS);Régime Social des Indépendants - RSI;202;001;IMMEUBLE QUARTZ EUROPE;36 PLACE VAUBAN QUARTIER ROMARIN;EURALILLE;59777;;03 21 15 31 86;0321716617
03;033;1100;R.A.M. (NORD);Régime Social des Indépendants - RSI;109;001;Immeuble Quartz Europe;36 Place vauban (quartier Romarin);EURALILLE;59777;;03 21 15 31 86;03 21 71 66 17
03;033;1200;R.A.M. (NORD);Régime Social des Indépendants - RSI;109;001;Immeuble Quartz Europe;36 Place vauban (quartier Romarin);EURALILLE;59777;;03 21 15 31 86;03 21 71 66 17
03;035;1100;R.A.M. (PAS DE CALAIS);Régime Social des Indépendants - RSI;114;001;Immeuble Quartz Europe;36 Place vauban (quartier Romarin);EURALILLE;59777;CEDEX;03 21 15 31 86;03 21 71 66 17
03;037;1100;R.A.M. (PAYS DE LA LOIRE);Régime Social des Indépendants - RSI;116;001;8, rue du petit chatelier;CS 30322;NANTES;44303;CEDEX 03;02 40 69 03 02;02 40 69 39 43
03;037;1200;R.A.M. (PAYS DE LA LOIRE);Régime Social des Indépendants - RSI;116;001;8 rue du petit chatelier;CS 30322;NANTES;44303;CEDEX 3;02 40 69 02 03;02 40 69 39 43
03;039;1100;R.A.M. (PICARDIE);Régime Social des Indépendants - RSI;124;001;5 Avenue d'Italie;ZAC Vallée des Vignes;AMIENS;80055;CEDEX 1;03 22 72 37 61;03 22 91 26 77
03;041;1200;R.A.M. (POITOU CHARENTES);Régime Social des Indépendants - RSI;128;002;5 Allée Martin Luther King;;POITIERS;86034;CEDEX;05 49 36 10 38;05 49 45 83 54
03;043;1100;R.A.M. (PROVENCE);Régime Social des Indépendants - RSI;135;002;300 Avenue du Prado;;MARSEILLE;13272;CEDEX 08;04 99 51 26 47;04 99
03;043;1200;R.A.M. (PROVENCE);Régime Social des Indépendants - RSI;135;002;300 rue Prado;;MARSEILLE;13272;CEDEX 08;04 96 20 22 57;04 96 19 00 01
03;059;1100;R.A.M. (REUNION);Régime Social des Indépendants - RSI;178;001;200 Bd Jean Jaures;CS 5058;SAINTE CLOTILDE;97495;CEDEX;02 62 25 80 52;02 62 25 02 79
